;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula;;Num PCs;Sat;NonSat;Und;Percent-Und
H02Package2ERModel--('ADD_CLASS', 'Class', True, 0) - ContractUnitR03;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;1.0;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111; ;1;0;1;0;=0* 100 / 1
H02Package2ERModel--('DELETE_ELEMENT', 4) - ContractUnitR02;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;1.0;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111; ;1;0;1;0;=0* 100 / 1
H02Package2ERModel--('DELETE_EQUATION', 0) - ContractUnitR02;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.5555555555555556;0.38888888888888884;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;1.0;0.5555555555555556;0.1111111111111111;1.0;0.5555555555555556; ;22;0;22;0;=0* 100 / 22
H03Class2EntityType--('DELETE_ELEMENT', 4) - ContractUnitR03;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.9444444444444444;0.5555555555555556;0.2222222222222222;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.6111111111111112;0.5555555555555556;0.1111111111111111;0.16666666666666666;0.16666666666666666; ;3;0;2;1;=1* 100 / 3
H03Class2EntityType--('DELETE_EQUATION', 0) - ContractUnitR03;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.3333333333333333;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.8888888888888888;0.5555555555555556;0.2222222222222222;0.8888888888888888;0.5555555555555556; ;22;0;21;1;=1* 100 / 22
H05aProperty2AttributeNoType--('DELETE_ELEMENT', 4) - ContractUnitR05a;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.5555555555555556;0.3333333333333333;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;1.0;0.5555555555555556;0.1111111111111111;1.0;0.5555555555555556; ;31;0;16;15;=15* 100 / 31
H05aProperty2AttributeNoType--('DELETE_EQUATION', 2) - ContractUnitR05a;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.6111111111111112;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7222222222222222;0.5555555555555556;0.33333333333333337;0.6666666666666666;0.5; ;22;0;7;15;=15* 100 / 22
H05aProperty2AttributeNoType--('DELETE_EQUATION', 3) - ContractUnitR05a;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.6111111111111112;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7222222222222222;0.5555555555555556;0.33333333333333337;0.6666666666666666;0.5; ;22;0;7;15;=15* 100 / 22
H05aProperty2AttributeNoType--('RENAME_CLASS', 4, 'Feature') - ContractUnitR05a;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7777777777777778;0.5555555555555556;0.33333333333333337;0.7777777777777778;0.5555555555555556; ;29;0;14;15;=15* 100 / 29
H05bProperty2AttributeType--('DELETE_ELEMENT', 4) - ContractUnitR05b;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.5555555555555556;0.3333333333333333;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;1.0;0.5555555555555556;0.1111111111111111;1.0;0.5555555555555556; ;31;0;16;15;=15* 100 / 31
H05bProperty2AttributeType--('DELETE_EQUATION', 2) - ContractUnitR05b;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.6111111111111112;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7222222222222222;0.5555555555555556;0.33333333333333337;0.6666666666666666;0.5; ;22;0;7;15;=15* 100 / 22
H05bProperty2AttributeType--('DELETE_EQUATION', 3) - ContractUnitR05b;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.6111111111111112;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7222222222222222;0.5555555555555556;0.33333333333333337;0.6666666666666666;0.5; ;22;0;7;15;=15* 100 / 22
H05bProperty2AttributeType--('RENAME_CLASS', 4, 'Feature') - ContractUnitR05b;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7777777777777778;0.5555555555555556;0.33333333333333337;0.7777777777777778;0.5555555555555556; ;29;0;14;15;=15* 100 / 29
H07Property2WeakReference--('DELETE_ELEMENT', 4) - ContractUnitR07;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.5555555555555556;0.3333333333333333;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;1.0;0.5555555555555556;0.1111111111111111;1.0;0.5555555555555556; ;21;0;11;10;=10* 100 / 21
H07Property2WeakReference--('DELETE_EQUATION', 2) - ContractUnitR07;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7777777777777778;0.5555555555555556;0.33333333333333337;0.7777777777777778;0.5555555555555556; ;22;0;12;10;=10* 100 / 22
H07Property2WeakReference--('RENAME_CLASS', 4, 'Feature') - ContractUnitR07;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7777777777777778;0.5555555555555556;0.33333333333333337;0.7777777777777778;0.5555555555555556; ;19;0;9;10;=10* 100 / 19
H07Property2WeakReference--('RENAME_CLASS', 4, 'Reference') - ContractUnitR07;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7777777777777778;0.5555555555555556;0.33333333333333337;0.7777777777777778;0.5555555555555556; ;22;0;12;10;=10* 100 / 22
H07Property2WeakReference--('RENAME_CLASS', 4, 'Feature') - ContractUnitR07;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7777777777777778;0.5555555555555556;0.33333333333333337;0.7777777777777778;0.5555555555555556; ;19;0;9;10;=10* 100 / 19
H08Property2StrongReference--('DELETE_ELEMENT', 4) - ContractUnitR08;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.5555555555555556;0.3333333333333333;0.1111111111111111;0.1111111111111111;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;1.0;0.5555555555555556;0.1111111111111111;1.0;0.5555555555555556; ;21;0;11;10;=10* 100 / 21
H08Property2StrongReference--('DELETE_EQUATION', 2) - ContractUnitR08;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7777777777777778;0.5555555555555556;0.33333333333333337;0.7777777777777778;0.5555555555555556; ;22;0;12;10;=10* 100 / 22
H08Property2StrongReference--('RENAME_CLASS', 4, 'Feature') - ContractUnitR08;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7777777777777778;0.5555555555555556;0.33333333333333337;0.7777777777777778;0.5555555555555556; ;19;0;9;10;=10* 100 / 19
H08Property2StrongReference--('RENAME_CLASS', 4, 'Reference') - ContractUnitR08;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7777777777777778;0.5555555555555556;0.33333333333333337;0.7777777777777778;0.5555555555555556; ;22;0;12;10;=10* 100 / 22
H08Property2StrongReference--('RENAME_CLASS', 4, 'Feature') - ContractUnitR08;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7777777777777778;0.5555555555555556;0.33333333333333337;0.7777777777777778;0.5555555555555556; ;19;0;9;10;=10* 100 / 19
H09ConnectClass--('DELETE_ELEMENT', 5) - ContractUnitR09;0.5555555555555556;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.5555555555555556;0.5555555555555556;0.2222222222222222;0.16666666666666666;0.16666666666666666;0.5555555555555556;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.9444444444444444;0.5555555555555556;0.16666666666666666;0.9444444444444444;0.5555555555555556; ;85;0;42;43;=43* 100 / 85
H09ConnectClass--('DELETE_ELEMENT', 5) - ContractUnitR02;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.16666666666666666;0.1111111111111111;0.9444444444444444;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111; ;85;43;21;21;=21* 100 / 85
H09ConnectClass--('DELETE_ELEMENT', 6) - ContractUnitR09;0.5555555555555556;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.5555555555555556;0.5555555555555556;0.3333333333333333;0.16666666666666666;0.16666666666666666;0.5555555555555556;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.9444444444444444;0.5555555555555556;0.16666666666666666;0.9444444444444444;0.5555555555555556; ;65;0;22;43;=43* 100 / 65
H09ConnectClass--('DELETE_ELEMENT', 6) - ContractUnitR03;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.16666666666666666;0.1111111111111111;0.9444444444444444;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111; ;65;63;1;1;=1* 100 / 65
H09ConnectClass--('DELETE_ELEMENT', 8) - ContractUnitR09;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.3333333333333333;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.8888888888888888;0.5555555555555556;0.2222222222222222;0.8888888888888888;0.5555555555555556; ;64;0;21;43;=43* 100 / 64
H09ConnectClass--('DELETE_ELEMENT', 9) - ContractUnitR02;0.16666666666666666;0.33333333333333337;0.5;0.16666666666666666;0.5;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.2777777777777778;0.9444444444444444;0.8333333333333333;0.5;0.16666666666666666;0.5; ;43;22;21;0;=0* 100 / 43
H09ConnectClass--('DELETE_ELEMENT', 10) - ContractUnitR03;0.5;0.33333333333333337;0.5;0.16666666666666666;0.5;0.5;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.5;0.16666666666666666;0.16666666666666666;0.5;0.9444444444444444;0.8888888888888888;0.5;0.16666666666666666;0.5; ;43;21;21;1;=1* 100 / 43
H09ConnectClass--('RENAME_ASSOC', 8, 'type') - ContractUnitR09;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.3333333333333333;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.8888888888888888;0.5555555555555556;0.2222222222222222;0.8888888888888888;0.5555555555555556; ;64;0;21;43;=43* 100 / 64
H09ConnectClass--('RENAME_ASSOC', 8, 'type') - ContractUnitR09;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.3333333333333333;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.8888888888888888;0.5555555555555556;0.2222222222222222;0.8888888888888888;0.5555555555555556; ;64;0;21;43;=43* 100 / 64
H09ConnectClass--('RENAME_ASSOC', 8, 'type') - ContractUnitR09;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.3333333333333333;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.8888888888888888;0.5555555555555556;0.2222222222222222;0.8888888888888888;0.5555555555555556; ;64;0;21;43;=43* 100 / 64
H10ConnectProperty--('DELETE_ELEMENT', 5) - ContractUnitR10;0.5555555555555556;0.2777777777777778;0.2777777777777778;0.2777777777777778;0.5555555555555556;0.5555555555555556;0.2777777777777778;0.2777777777777778;0.2777777777777778;0.5555555555555556;0.2777777777777778;0.2777777777777778;0.2777777777777778;0.8333333333333333;0.5555555555555556;0.2777777777777778;0.8333333333333333;0.5555555555555556; ;87;0;27;60;=60* 100 / 87
H10ConnectProperty--('DELETE_ELEMENT', 6) - ContractUnitR10;0.5555555555555556;0.2777777777777778;0.2777777777777778;0.2777777777777778;0.5555555555555556;0.5555555555555556;0.2777777777777778;0.2777777777777778;0.2777777777777778;0.5555555555555556;0.2777777777777778;0.2777777777777778;0.2777777777777778;0.8333333333333333;0.5555555555555556;0.2777777777777778;0.8333333333333333;0.5555555555555556; ;116;0;27;89;=89* 100 / 116
H10ConnectProperty--('DELETE_ELEMENT', 6) - ContractUnitR03;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;1.0;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111; ;116;55;30;31;=31* 100 / 116
H10ConnectProperty--('DELETE_ELEMENT', 8) - ContractUnitR10;0.5555555555555556;0.2777777777777778;0.2777777777777778;0.2777777777777778;0.5555555555555556;0.5555555555555556;0.2777777777777778;0.2777777777777778;0.2777777777777778;0.5555555555555556;0.2777777777777778;0.2777777777777778;0.2777777777777778;0.8333333333333333;0.5555555555555556;0.2777777777777778;0.8333333333333333;0.5555555555555556; ;86;0;27;59;=59* 100 / 86
H11ConnectReference--('DELETE_ELEMENT', 6) - ContractUnitR14;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7777777777777778;0.5555555555555556;0.33333333333333337;0.7777777777777778;0.5555555555555556; ;25;0;9;16;=16* 100 / 25
H11ConnectReference--('DELETE_ELEMENT', 7) - ContractUnitR14;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7777777777777778;0.5555555555555556;0.33333333333333337;0.7777777777777778;0.5555555555555556; ;22;0;9;13;=13* 100 / 22
H11ConnectReference--('DELETE_ELEMENT', 10) - ContractUnitR14;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.5555555555555556;0.33333333333333337;0.33333333333333337;0.33333333333333337;0.7777777777777778;0.5555555555555556;0.33333333333333337;0.7777777777777778;0.5555555555555556; ;22;0;9;13;=13* 100 / 22
H11ConnectReference--('RENAME_ASSOC', 10, 'entities') - ContractUnitR14;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.5555555555555556;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.8888888888888888;0.5555555555555556;0.2222222222222222;0.8888888888888888;0.5555555555555556; ;40;0;27;13;=13* 100 / 40
